doi,title,abstract,source_display_name,cluster_id,confidence,secondary_cluster_id,secondary_confidence,reasoning,field_id,field_confidence,field_reasoning
10.1016/j.jpeds.2017.10.028,Childhood Corporal Punishment and Future Perpetration of Physical Dating Violence,"© 2017 Elsevier Inc.Objective: To test whether experiencing childhood corporal punishment is linked to later perpetration of dating violence. Study design: Young adults (n = 758; 61% female; mean age of 20 years), originally recruited for a longitudinal study as 9th- and 10th-grade Texas high school students, were asked about their childhood experiences with corporal punishment and physical abuse, as well as current experiences with dating violence. A path model was used to determine whether childhood corporal punishment was related to recent perpetration of physical dating violence, while controlling for childhood physical abuse, age, sex, ethnicity, and socioeconomic status. Results: In all, 19% of participants (n = 134) reported physical dating violence perpetration and 68% reported experiencing corporal punishment as children (n = 498). Analysis showed a significant positive association between corporal punishment and physical perpetration of dating violence (OR 1.30, 95% CI 1.07-1.59). Even after controlling for sex, ethnicity, age, parental education, and child physical abuse, childhood corporal punishment was associated significantly with physical dating violence perpetration (aOR 1.29, 95% CI 1.02-1.62). Conclusions: The finding that childhood corporal punishment was associated with perpetration of young adult physical dating violence, even after controlling for several demographic variables and childhood physical abuse, adds to the growing literature demonstrating deleterious outcomes associated with corporal punishment.",The Journal of Pediatrics,human_medicine,0.92,psychology,0.48,"We need to classify article. Journal: The Journal of Pediatrics. That's a medical journal, but the article is about childhood corporal punishment and later dating violence. This is a study of behavior, likely falls under Psychology (social psychology) or possibly Sociology or Public Health. However the journal is Pediatrics, which is a medical field (Human Medicine). The article is about a health outcome (dating violence) and uses epidemiological methods. The cluster ""Human Medicine"" includes pediatrics. The article is about a health-related behavior, but it's more of a social/psychological study. The instruction: classification should rely primarily on journal title, as it typically indicates disciplinary field. So we should assign Human Medicine. However note that ""Human Medicine"" includes clinical and pre-clinical, psychiatry, medical psychology, etc. This is a pediatric health study, so Human Medicine is appropriate.

Confidence high, maybe 0.9. Secondary cluster? Could be Psychology (social) or Sociology. But since primary is Human Medicine, secondary maybe Psychology. However guidelines: only assign secondary if genuinely multidisciplinary. This article is about behavior, but published in pediatrics, likely considered health sciences. Could be also ""Health Sciences (General)""? The cluster ""Health Sciences (General)"" includes public health, health promotion, health management, health economics (if not clearly economics). Pediatrics is a clinical specialty, so Human Medicine is more precise.

Thus primary: human_medicine. Secondary: psychology (maybe). Confidence secondary lower, maybe 0.5.

Return JSON.",NA,NA,NA
10.1016/j.jpsychires.2013.05.003,Association of glucocorticoid and type 1 corticotropin-releasing hormone receptors gene variants and risk for depression during pregnancy and post-partum,"Women with postnatal depression (PND) appear to have abnormal hypothalamic pituitary adrenal (HPA) axis responses to stress, which might involve a genetic variability component. We investigated association of genetic variants in the glucocorticoid receptor (GR, NR3C1) and corticotropin releasing hormone receptor 1 (CRHR1) genes with increased risk for PND. Two hundred pregnant women were recruited prospectively and PND risk was assessed by the Edinburgh Postnatal Depression Scale (EPDS) during pregnancy and again 2-8 weeks post-natally (CW-GAPND study). The BclI and ER22/23EK single nucleotide polymorphisms (SNPs) of the GR and the haplotype-tagged rs1876828, rs242939 and rs242941 SNPs of the CRHR1 associated with genetic risk to depressive disorders were genotyped. A cut-off score of 10 was used to detect increased risk of PND. Association analysis was carried out in 140 patients that completed the study protocol. The BclI and rs242939 SNPs were over-represented in women with postnatal EPDS score ≥10 with significant allele association (p=0.011 and <0.001, respectively) and risk ratios of 2.9 (95% CI: 1.2-6.9) for BclI, 4.9 (2-12) for rs242939 and 5.48 (2.13-14.10) for both. The rs242939 SNP was also associated with increased EPDS values during pregnancy. Moreover, the G-G-T haplotype of the CRHR1 was significantly over-represented in patients with high EPDS scores, with risk ratio of 3.22 (95% CI: 1.91-5.42). This is the first evidence that specific SNPs of genes involved in 'stress' responses might contribute in the genetics of high-risk for depression during pregnancy and postpartum. © 2013 Elsevier Ltd.",Journal of Psychiatric Research,human_medicine,0.92,NA,NA,"We need to assign cluster based on journal title: Journal of Psychiatric Research. That's a psychology/psychiatry journal. Psychiatry is part of Human Medicine per notes: ""Psychiatry and medical psychology → Human Medicine"". However the article is about genetics of depression, risk during pregnancy. It's a psychiatric research article, but the field is psychology? The cluster list: ""psychology"" includes clinical, developmental, etc. But note: ""EXCLUSION: Psychiatry and psychotherapy in medical settings → Human Medicine."" Since this is a psychiatric research journal, likely medical psychiatry. So cluster should be ""human_medicine"". However the article is about genetics and depression, could be considered health sciences? But the primary discipline is psychiatry, which is under Human Medicine. So assign primary cluster ""human_medicine"". Confidence high, maybe 0.9.

Is there any secondary? Could also be ""psychology"" because depression risk, but given note, we should not assign psychology. Could be ""health_sciences_general""? But it's medical. So just primary.

Return JSON.",NA,NA,NA
10.1016/j.jsams.2013.02.006,"Polymorphic variation within the ADAMTS2, ADAMTS14, ADAMTS5, ADAM12 and TIMP2 genes and the risk of Achilles tendon pathology: A genetic association study","Objectives: Achilles tendon pathology (ATP) is a multifactorial condition for which genetic risk factors have been identified. The ADAMTS, ADAM12 and TIMP2 genes encode enzymes that are important regulators of tendon homeostasis. ADAMTS2 and ADAMTS14 proteins are procollagen N-propeptidases for pro-collagen type I, type II, and type III. ADAMTS2, like COL5A1, has been linked to Ehlers-Danlos syndrome. Variants within ADAMTS5 and ADAM12 have been associated with osteoarthritis. TIMP2, a metalloprotease inhibitor, maintains homeostasis in the ECM by inhibiting ADAM, ADAMTS and MMP functions. We sought to determine whether single nucleotide polymorphisms (SNPs) within the ADAMTS2, ADAMTS5, ADAMTS14, ADAM12 and TIMP2 genes were associated with the risk of ATP in two independent populations. Design: 213 (115 ATP cases and 98 asymptomatic controls) South African Caucasian participants and 209 (60 ATP cases and 149 asymptomatic controls) Australian Caucasian participants were recruited for this case-control genetic association study. Methods: All participants were genotyped using TaqMan technology for the ADAMTS2 rs1054480, ADAMTS5 rs226794, ADAMTS14 rs4747096, ADAM12 rs3740199, and TIMP2 rs4789932 SNPs. Results: We report for the first time a significant (p=0.016) genotypic association between the TIMP2 rs4789932 variant and ATP in a combined Caucasian cohort. We also identify an interaction between the ADAMTS14 rs4747096 variant and age of onset of ATP (p= 0.024). Conclusions: Our data show that DNA sequence variation within the TIMP2 gene is a risk factor for ATP in Caucasians. Furthermore, carriage of the ADAMTS14 rs4747096 GG variant appears to delay onset of the injury in the ATP group. © 2013 Sports Medicine Australia.",Journal of science and medicine in sport,sport_sciences,0.96,NA,NA,"We need to assign cluster based on journal title. Journal: ""Journal of science and medicine in sport"". That suggests sport sciences. Indeed there is a cluster ""sport_sciences"". So primary cluster: sport_sciences.

Confidence high, maybe 0.95.

Is there any secondary? The article is a genetic association study, which is biology/genetics, but the focus is on Achilles tendon pathology, a sports medicine condition. The journal is sport medicine. Could also be health sciences, but primary is sport sciences. Might also be health_sciences_general? But primary is sport_sciences. Secondary maybe health_sciences_general? The article is about genetics, but the context is sports injury. I think only primary.

Thus output JSON with cluster_id ""sport_sciences"", confidence 0.96, secondary null.

",NA,NA,NA
10.1016/j.jsams.2016.12.076,Asymmetry during preseason Functional Movement Screen testing is associated with injury during a junior Australian football season,"© 2017 Sports Medicine AustraliaObjectives The Functional Movement Screen (FMS) is a popular screening tool, however, the postulated relationship between prospective injury and FMS scoring remains sparsely explored in adolescent athletes. The aim of the study was to examine the association between pre-season FMS scores and injuries sustained during one regular season competition in elite adolescent Australian football players. Design Prospective cohort study. Methods 237 elite junior Australian football players completed FMS testing during the late pre-season phase and had their weekly playing status monitored during the regular season. The definition of an injury was ‘a trauma which caused a player to miss a competitive match’. Results The median composite FMS score was 14 (mean = 13.5 ± 2.3). An apriori analysis revealed that the presence of ≥1 asymmetrical sub-test was associated with a moderate increase in the risk of injury (hazard ratio = 2.2 [1.0�""4.8]; relative risk = 1.9; p = 0.047; sensitivity = 78.4%; specificity = 41.0%). Notably, post-hoc analysis identified that the presence of ≥2 asymmetrical sub-tests was associated with an even greater increase in risk of prospective injury (hazard ratio = 3.7 [1.6�""8.6]; relative risk = 2.8; p = 0.003; sensitivity = 66.7%; specificity = 78.0%). Achieving a composite score of ≤14 did not substantially increase the risk of prospective injury (hazard ratio = 1.1 [0.5�""2.1]; p = 0.834). Conclusions Junior Australian football players demonstrating asymmetrical movement during pre-season FMS testing were more likely to sustain an injury during the regular season than players without asymmetry. Findings suggest that the commonly reported composite FMS threshold score of ≤14 was not associated with injury in elite junior AF players.",Journal of science and medicine in sport,sport_sciences,0.98,NA,NA,"We need to assign cluster based on journal title. Journal: ""Journal of science and medicine in sport"". This is a sport science journal. The article is about functional movement screen, injury risk in junior Australian football. This falls under ""Sport Sciences"". The cluster list includes ""sport_sciences"". So primary cluster: sport_sciences.

Confidence high, maybe 0.98.

Is there any secondary? Could also be health sciences? But primary is sport sciences. Might also be health sciences (public health) but not needed. So secondary null.

Return JSON.",NA,NA,NA
10.1016/j.jslw.2012.05.011,"The effect of planning sub-processes on L2 writing fluency, grammatical complexity, and lexical complexity","This study contributes to L2 writing research which seeks to tie predictions of the Limited Attentional Capacity Model (. Skehan, 1998; Skehan & Foster, 2001) and Cognition Hypothesis (. Robinson, 2001, 2005, 2011a, 2011b) to models of working memory in L1 writing (. Kellogg, 1996). The study uses a quasi-experimental research design to investigate distinct forms of pre-task planning (idea generation, organization, and goal setting) and their effect on essays composed by a large homogeneous group of Spanish-speaking EFL learners. Quantitative measures of writing fluency, grammatical complexity, and lexical complexity are statistically compared among five pre-task planning conditions. Pre-task planning condition was found to have a small significant effect on writing fluency, whereas pre-task planning condition was found to have no impact on lexical complexity and grammatical complexity. The authors discuss their findings by suggesting that the predictions of the Limited Attentional Capacity Model and Cognition Hypothesis may not be applicable to writing, that the effects of pre-task planning in earlier L1 and L2 research may have been moderated by the participants' education and genre knowledge, and that a threshold level of general L2 proficiency may be necessary for pre-task planning to impact L2 writers' texts. © 2012 Elsevier Inc.",Journal of Second Language Writing,general_comparative_literature_linguistics,0.96,NA,NA,"We need to assign cluster based on journal title. Journal of Second Language Writing is about language education, applied linguistics, writing research. This falls under ""General & Comparative Literature and Linguistics"" maybe? The cluster ""General & Comparative Literature and Linguistics"" includes applied linguistics. Also there is ""Other Linguistics & Cultural Studies"" for non-European languages, but this is about L2 writing, likely applied linguistics. So primary cluster: general_comparative_literature_linguistics.

Check notes: ""General/comparative literature, general/comparative linguistics, applied linguistics."" Yes.

Thus cluster_id = ""general_comparative_literature_linguistics"". Confidence high, maybe 0.95.

Secondary? Could be Education because it's about writing instruction, but the journal is linguistics oriented. The article is about planning processes in L2 writing, which is language education but within applied linguistics. The primary is linguistics. Secondary maybe Education? But not necessary unless clearly multidisciplinary. Could assign secondary Education with lower confidence 0.4. But guidelines: only assign secondary if genuinely spans two disciplines. This article is about language learning, which could be considered Education. However the journal is linguistics, and the focus is on cognitive models of writing, not pedagogy per se. I'd keep secondary null.

Return JSON.",NA,NA,NA
10.1016/j.jss.2016.07.016,Using contextual information to predict co-changes,"© 2016 Elsevier Inc.Background: Co-change prediction makes developers aware of which artifacts will change together with the artifact they are working on. In the past, researchers relied on structural analysis to build prediction models. More recently, hybrid approaches relying on historical information and textual analysis have been proposed. Despite the advances in the area, software developers still do not use these approaches widely, presumably because of the number of false recommendations. We conjecture that the contextual information of software changes collected from issues, developers' communication, and commit metadata captures the change patterns of software artifacts and can improve the prediction models. Objective: Our goal is to develop more accurate co-change prediction models by using contextual information from software changes. Method: We selected pairs of files based on relevant association rules and built a prediction model for each pair relying on their associated contextual information. We evaluated our approach on two open source projects, namely Apache CXF and Derby. Besides calculating model accuracy metrics, we also performed a feature selection analysis to identify the best predictors when characterizing co-changes and to reduce overfitting. Results: Our models presented low rates of false negatives (∼8% average rate) and false positives (∼11% average rate). We obtained prediction models with AUC values ranging from 0.89 to 1.00 and our models outperformed association rules, our baseline model, when we compared their precision values. Commit-related metrics were the most frequently selected ones for both projects. On average, 6 out of 23 metrics were necessary to build the classifiers. Conclusions: Prediction models based on contextual information from software changes are accurate and, consequently, they can be used to support software maintenance and evolution, warning developers when they miss relevant artifacts while performing a software change.",Journal of Systems and Software,computer_science,0.97,NA,NA,"We need to assign cluster based on journal title. Journal of Systems and Software is a computer science / software engineering journal. The article is about software engineering, prediction models, co-change prediction. The appropriate cluster: ""computer_science"". However, there is also ""engineering_general"" maybe, but software engineering is part of computer science. The cluster list includes ""computer_science"". So primary cluster: computer_science.

Confidence high, maybe 0.97.

Secondary? Could be ""statistics"" because they use prediction models, but it's a methods within CS. The article is about software engineering, not pure stats. So no secondary.

Return JSON.",NA,NA,NA
10.1016/j.media.2013.06.003,Automated drusen segmentation and quantification in SD-OCT images,"Spectral domain optical coherence tomography (SD-OCT) is a useful tool for the visualization of drusen, a retinal abnormality seen in patients with age-related macular degeneration (AMD); however, objective assessment of drusen is thwarted by the lack of a method to robustly quantify these lesions on serial OCT images. Here, we describe an automatic drusen segmentation method for SD-OCT retinal images, which leverages a priori knowledge of normal retinal morphology and anatomical features. The highly reflective and locally connected pixels located below the retinal nerve fiber layer (RNFL) are used to generate a segmentation of the retinal pigment epithelium (RPE) layer. The observed and expected contours of the RPE layer are obtained by interpolating and fitting the shape of the segmented RPE layer, respectively. The areas located between the interpolated and fitted RPE shapes (which have nonzero area when drusen occurs) are marked as drusen. To enhance drusen quantification, we also developed a novel method of retinal projection to generate an en face retinal image based on the RPE extraction, which improves the quality of drusen visualization over the current approach to producing retinal projections from SD-OCT images based on a summed-voxel projection (SVP), and it provides a means of obtaining quantitative features of drusen in the en face projection. Visualization of the segmented drusen is refined through several post-processing steps, drusen detection to eliminate false positive detections on consecutive slices, drusen refinement on a projection view of drusen, and drusen smoothing. Experimental evaluation results demonstrate that our method is effective for drusen segmentation. In a preliminary analysis of the potential clinical utility of our methods, quantitative drusen measurements, such as area and volume, can be correlated with the drusen progression in non-exudative AMD, suggesting that our approach may produce useful quantitative imaging biomarkers to follow this disease and predict patient outcome. © 2013 Elsevier B.V.",Medical Image Analysis,health_sciences_general,0.85,NA,NA,"We need to classify article. Journal: ""Medical Image Analysis"". This is a journal focusing on image analysis methods applied to medical imaging. The article is about automated drusen segmentation in SD-OCT images, which is a method in medical imaging, likely falls under health sciences, maybe ""Health Sciences (General)""? But it's a methods paper in medical imaging, which is a subfield of medical imaging, which is part of health sciences, but also could be considered ""Computer Science"" (image analysis) or ""Engineering"" (medical imaging). However the journal is ""Medical Image Analysis"", which is interdisciplinary: computer vision, image processing applied to medical data. The article is about a segmentation algorithm, which is a method in medical imaging. According to the guidelines: ""Methods papers: Belong to the discipline being studied"". The discipline being studied is medical imaging of retina, which is health sciences (general) or perhaps ""Health Sciences (General)"" cluster. There's also ""Computer Science"" cluster for image analysis methods, but the focus is on medical application. The primary discipline is health sciences (medical imaging). The cluster list includes ""Health Sciences (General)"" and also ""Medical Image Analysis"" is not a cluster. There's also ""Science Studies"" but not relevant. So likely assign ""health_sciences_general"". Confidence high.

Check if any other cluster fits better: ""Biology"" maybe? No. ""Human Medicine"" is for clinical medicine, but this is more about imaging analysis, not clinical treatment. ""Health Sciences (General)"" includes public health, health promotion, health management, health economics, nursing. Medical imaging is more clinical, but still health sciences. Could also be ""Engineering (General)""? But the article is about algorithm development, not engineering per se. The journal is about image analysis, which is a subfield of computer science. However the article is about a specific medical imaging application, so the discipline being studied is medical imaging, which is part of health sciences. I'd choose health_sciences_general.

Confidence 0.85. No secondary.

Return JSON.",NA,NA,NA
10.1016/j.neulet.2009.06.030,Testing assumptions of statistical learning: Is it long-term and implicit?,"Statistical learning has been studied as a mechanism by which people automatically and implicitly learn patterns in the environment. Here, we sought to examine general assumptions about statistical learning, including whether the learning is long-term, and whether it can occur implicitly. We exposed participants to a stream of stimuli, then tested them immediately after, or 24 h after, exposure, with separate tests meant to measure implicit and explicit knowledge. To measure implicit learning, we analyzed reaction times during a rapid serial visual presentation detection task; for explicit learning, we used a matching questionnaire. Subjects' reaction time performance indicated that they did implicitly learn the exposed sequences, and furthermore, this learning was unrelated to explicit learning. These learning effects were observed both immediately after exposure and after a 24-h delay. These experiments offer concrete evidence that statistical learning is long-term and that the learning involves implicit learning mechanisms. © 2009 Elsevier Ireland Ltd. All rights reserved.",Neuroscience Letters,biology,0.95,NA,NA,"We need to assign cluster based on journal title primarily. Journal ""Neuroscience Letters"" is a neuroscience journal, which falls under which cluster? The list includes ""Biology"" (includes neurobiology). Also there is ""Psychology"" but neuroscience is more biology. There's no specific ""Neuroscience"" cluster; it would be under ""Biology"". So primary cluster: ""biology"". Confidence high.

Check if article is about statistical learning, implicit learning, cognitive processes. Could be cognitive psychology. But journal is neuroscience, so we follow rule: use journal title. So assign biology.

Secondary? Could also be psychology (cognitive). But primary is biology. Since multidisciplinary? It's about learning mechanisms, could be psychology. But we only assign secondary if genuinely spans two disciplines. Here it's cognitive neuroscience, bridging psychology and biology. Could assign secondary ""psychology"". But rule: only when journal is clearly multidisciplinary or interdisciplinary. Neuroscience Letters is not multidisciplinary; it's a neuroscience journal. So we stick to biology only.

Return JSON with cluster_id ""biology"", confidence 0.95, secondary null.

Check cluster id: ""biology"". Yes.

",NA,NA,NA
10.1016/j.neuroimage.2014.08.018,Dopamine D1 receptor availability is related to social behavior: A positron emission tomography study,"© 2014 Elsevier Inc. Dysfunctional interpersonal behavior is thought to underlie a wide spectrum of psychiatric disorders; however, the neurobiological underpinnings of these behavioral disturbances are poorly understood. Previous molecular imaging studies have shown associations between striatal dopamine (DA) D2-receptor binding and interpersonal traits, such as social conformity. The objective of this study was to explore, for the first time, the role of DA D1-receptors (D1-Rs) in human interpersonal behavior. Twenty-three healthy subjects were examined using positron emission tomography and the radioligand [ 11 C]SCH23390, yielding D1-R binding potential values. Striatal D1-R binding was related to personality scales selected to specifically assess one dimension of interpersonal behavior, namely a combination of affiliation and dominance (i.e., the Social Desirability, Verbal Trait Aggression and Physical Trait Aggression scales from Swedish Universities Scales of Personality). An exploratory analysis was also performed for extrastriatal brain regions.D1-R binding potential values in the limbic striatum (r = .52; p = .015), associative striatum (r = .55; p = .009), and sensorimotor striatum (r = .67; p = .001) were positively related to Social Desirability scores. D1-R binding potential in the limbic striatum (r = - .51; p = .019) was negatively associated with Physical Trait Aggression scores. For extrastriatal regions, Social Desirability scores showed positive correlations in the amygdala (r = .60; p = .006) and medial frontal cortex (r = .60; p = .004). This study provides further support for the role of DA function in the expression of disaffiliative and dominant traits. Specifically, D1-R availability may serve as a marker for interpersonal behavior in humans. Associations were demonstrated for the same dimension of interpersonal behavior as for D2-R, but in the opposite direction, suggesting that the two receptor subtypes are involved in the same behavioral processes, but with different functional roles.",NeuroImage,biology,0.9,psychology,0.6,"We need to assign cluster based on journal title. Journal ""NeuroImage"" is a neuroscience imaging journal, which falls under which cluster? It's a brain imaging, neuroscience, likely falls under ""Biology"" (neuroscience is biology). Could also be ""Psychology"" if focus on behavior, but the journal is more about neuroimaging, which is a subfield of biology/medicine. The article is about dopamine receptors and social behavior, linking neurobiology and personality. The primary discipline is likely ""Biology"" (neuroscience). Could also be ""Human Medicine"" if clinical, but it's healthy subjects, PET imaging, not clinical. So ""Biology"" cluster.

Check clusters: ""biology"" includes neurobiology. Yes.

Thus primary cluster id: ""biology"". Confidence high, maybe 0.9.

Any secondary? Could also be ""psychology"" because it deals with personality scales and interpersonal behavior. But the journal is NeuroImage, which is more biology. The article is interdisciplinary between neurobiology and psychology. Could assign secondary ""psychology"". Provide secondary confidence maybe 0.6.

Thus output JSON.",NA,NA,NA
10.1016/j.nlm.2016.01.008,Resting state EEG correlates of memory consolidation,"© 2016 Elsevier Inc.Numerous studies demonstrate that post-training sleep benefits human memory. At the same time, emerging data suggest that other resting states may similarly facilitate consolidation. In order to identify the conditions under which non-sleep resting states benefit memory, we conducted an EEG (electroencephalographic) study of verbal memory retention across 15 min of eyes-closed rest. Participants (n = 26) listened to a short story and then either rested with their eyes closed, or else completed a distractor task for 15 min. A delayed recall test was administered immediately following the rest period. We found, first, that quiet rest enhanced memory for the short story. Improved memory was associated with a particular EEG signature of increased slow oscillatory activity (<1 Hz), in concert with reduced alpha (8-12 Hz) activity. Mindwandering during the retention interval was also associated with improved memory. These observations suggest that a short period of quiet rest can facilitate memory, and that this may occur via an active process of consolidation supported by slow oscillatory EEG activity and characterized by decreased attention to the external environment. Slow oscillatory EEG rhythms are proposed to facilitate memory consolidation during sleep by promoting hippocampal-cortical communication. Our findings suggest that EEG slow oscillations could play a significant role in memory consolidation during other resting states as well.",Neurobiology of Learning and Memory,biology,0.92,NA,NA,"We need to assign cluster based on journal title. Journal ""Neurobiology of Learning and Memory"" is a neuroscience journal, which falls under Biology? Specifically, neuroscience is part of Biology (or could be Psychology). But the journal is about neurobiology, which is biology. The article is about EEG correlates of memory consolidation, which is cognitive neuroscience. Could be Psychology? However, the journal is a biology/neuroscience journal, not a psychology journal. The cluster list includes ""Biology"". So primary cluster: biology.

Check if any other cluster fits better: ""Psychology"" is about scientific psychology, but the journal is not a psychology journal. So assign biology.

Confidence high, maybe 0.9.

Secondary? Could also be ""Psychology"" because memory consolidation is cognitive psychology. But the article is neurobiology, not psychology. Probably not needed.

Thus output JSON.",NA,NA,NA
10.1016/j.nmni.2020.100710,"Influence of conflicts of interest on public positions in the COVID-19 era, the case of Gilead Sciences","Funding and gifts from the pharmaceutical industry have an influence on the decisions made by physicians and medical experts. In the context of the coronavirus disease 2019 epidemic, several treatments are available to treat patients infected with the virus. Some are protected by patents, such as remdesivir, others0020stare not, such as hydroxychloroquine. We wanted to observe the possible correlation between the fact, for an academic doctor in infectious diseases, of having benefited from funding by Gilead Sciences, producer of remdesivir, and the public positions taken by this doctor towards hydroxychloroquine. Our results show a correlation (Spearman test, p = 0.017) between the amount received from the Gilead Sciences company and public opposition to the use of hydroxychloroquine in France. This should open up the debate on the role of the interest links of doctors with pharmaceutical companies in the medical and scientific public debate.",New Microbes and New Infections,health_sciences_general,0.9,NA,NA,"We need to classify article. Journal: ""New Microbes and New Infections"". That sounds like a microbiology/medical journal, likely in health sciences. The article is about conflicts of interest, influence of pharma funding on physicians' public positions. This is about health policy, medical ethics, possibly health sciences (general) or maybe social aspects of medicine. The clusters: ""Health Sciences (General)"" includes public health, health promotion, health management, health economics (if not clearly economics). This article is about influence of pharma funding on doctors' public positions, which is about health policy/ethics. Could also be ""Human Medicine"" but that is clinical medicine. This is more about health policy/ethics, not clinical. ""Health Sciences (General)"" seems appropriate.

Check other clusters: ""Economics & Business"" includes health economics if not clearly economics. This is about influence of funding, not economic analysis. So health sciences.

Also could be ""Social Work & Social Services""? No.

Thus primary cluster: health_sciences_general.

Confidence high, maybe 0.9.

Secondary? Could also be ""Science Studies"" if analyzing science policy? But it's about conflict of interest, not meta-science. Could be ""Public Administration""? No.

Thus secondary null.

Return JSON.",NA,NA,NA
10.1016/j.pscychresns.2010.11.008,Amygdala hyperreactivity in restrictive anorexia nervosa,"Functional imaging studies had often investigated heterogeneous samples of anorexia nervosa (AN) patients with varying paradigms and methodologies that had resulted in divergent results. The present study aimed to examine these issues by studying a well-defined sample of restrictive AN patients with a disorder-specific paradigm which had been used previously. Subjects showed increased blood oxygen level dependent responses of the cingulate, frontal, insular and parietal cortices. Group comparisons demonstrated increased activity of the right amygdala in the sample of restrictive AN patients. Our results are in support of other recently published functional imaging studies and point to a pivotal role of the right amygdala in AN. Signals of the midcingulum were reduced in comparison to healthy controls. The constellation of increased activity of the amygdala and decreased activity of the cingulate cortex likely represents parts of a negative feedback loop of emotional processing. Disgust ratings correlated with the amygdala signal negatively, which points to the complex role of this structure within eating disorders. © 2010 Elsevier Ireland Ltd.",Psychiatry Research Neuroimaging,human_medicine,0.96,NA,NA,"We need to assign cluster based on journal title. Journal: ""Psychiatry Research Neuroimaging"". This is a psychiatry journal, which falls under Human Medicine (psychiatry is part of medicine). However note that the article is about functional imaging in restrictive anorexia nervosa, which is a mental disorder. The cluster list includes ""human_medicine"". Also there is ""psychology"" but psychiatry is medical. The notes: Human Medicine includes psychiatry, medical psychology, biomedical research. So primary cluster: human_medicine.

Confidence high, maybe 0.95.

Is there any secondary? Could also be ""health_sciences_general""? But it's more medical. Not multidisciplinary. So secondary null.

Return JSON.",NA,NA,NA
10.1016/j.schres.2010.02.453,WHO RESPONDS TO TREATMENT WITH OMEGA-3 FATTY ACID? FINDINGS FROM AN INDICATED PREVENTION TRIAL IN YOUNG PEOPLE AT ULTRA-HIGH RISK OF PSYCHOSIS,"Background: Long-chain omega-3 fatty acids may reduce the risk of progression to psychotic disorder, and offer a safe and efficacious strategy for indicated prevention in young people with subthreshold psychotic states (Amminger et al., Arch Gen Psychiatry, in press). However, it is yet undetermined if cell membrane fatty acid levels predict therapeutic response to omega-3 supplementation in people at ultra-high risk (UHR) of psychosis.
Methods: The study sample comprised 81 UHR individuals (mean age = 16.4, SD = 2.1 years) who participated in a RCT of 1.2 g/day omega-3 fatty acids vs. placebo (ClinicalTrials.gov number, NCT00396643). Erythrocyte membrane fatty acids were determined at baseline and 12-week follow-up using gas chromatography. Baseline measures included the PANSS, the MADRS, and the GAF. Treatment response was defined as change in the GAF score between baseline and 12-week follow-up. Data were analysed using T-tests and linear regression models.
Results: 41 individuals were assigned to omega-3 and 40 to placebo. At 12 weeks, the mean (SD) changes in GAF score in the omega-3 group and in the placebo group were 13.7 (11.5) and 7.1 (13.5), respectively (p < 0.05). In the omega-3 group a significant increase in functioning was predicted by low trans-vaccenic acid at baseline (p < 0.01). This association was not observed in the placebo group. No significant associations were observed between baseline omega-3, omega-6, or omega-9 fatty acid levels and treatment response.
Discussion: The role of fatty acids and lipid metabolism should be further explored in the onset phase of schizophrenia. We have previously shown that low trans-vaccenic acid predicted transition to psychotic disorder in UHR individuals (Amminger et al., 2009). The present findings suggest that low baseline trans-vaccenic acid may be associated with clinical improvement in people treated with omega-3 fatty acids. Lipid metabolism characteristics may not only assist in targeting individuals at highest risk of progression to psychosis, but also help identifying those who may benefit more from an intervention with omega-3 fatty acids.",Schizophrenia Research,human_medicine,0.96,NA,NA,"We need to assign cluster based on journal title. Journal ""Schizophrenia Research"" is a psychiatry/psychology/clinical mental health journal. According to clusters, psychiatry is under Human Medicine, but note: ""Psychiatry and psychotherapy in medical settings → Human Medicine."" However, the article is about a clinical trial of omega-3 in ultra-high risk psychosis, focusing on treatment response, clinical outcomes. This is mental health, but not necessarily medical (though psychosis is a mental disorder). The cluster list includes ""Psychology"" and ""Human Medicine"". The note says: ""Psychiatry and psychotherapy in medical settings → Human Medicine."" This article is about a clinical trial, likely medical. So assign to Human Medicine.

But also could be Psychology? The article uses clinical scales (PANSS, GAF) and is about treatment response. It's a clinical trial, so likely falls under Human Medicine. The journal is ""Schizophrenia Research"" which is a psychiatry journal. So primary cluster: ""human_medicine"". Confidence high, maybe 0.95.

Any secondary? Could also be ""psychology"" because of mental health aspects, but primary is Human Medicine. Might add secondary ""psychology"" with lower confidence 0.3? The instruction: assign secondary if genuinely spans two disciplines. This is a medical trial, but also psychological measurement. However, the core is medical treatment. I'd give secondary null.

Return JSON.",NA,NA,NA
