doi,abstract,title,source_display_name,cluster_id,confidence,secondary_cluster_id,secondary_confidence,reasoning,psychology_field_id,psychology_field_confidence,psychology_secondary_field_id,psychology_secondary_field_confidence,psychology_field_reasoning,field_id,field_confidence,secondary_field_id,secondary_field_confidence,field_reasoning
10.1038/s41598-018-30314-y,"Geometric reasoning has an inherent dissonance: its abstract axioms and propositions refer to perfect, idealized entities, whereas its use in the physical world relies on dynamic perception of objects. How do abstract Euclidean concepts, dynamics, and statistics come together to support our intuitive geometric reasoning? Here, we address this question using a simple geometric task - planar triangle completion. An analysis of the distribution of participants' errors in localizing a fragmented triangle's missing corner reveals scale-dependent deviations from a deterministic Euclidean representation of planar triangles. By considering the statistical physics of the process characterized via a correlated random walk with a natural length scale, we explain these results and further predict participants' estimates of the missing angle, measured in a second task. Our model also predicts the results of a categorical reasoning task about changes in the triangle size and shape even when such completion strategies need not be invoked. Taken together, our findings suggest a critical role for noisy physical processes in our reasoning about elementary Euclidean geometry.",The statistical shape of geometric reasoning,Scientific Reports,psychology,0.92,NA,NA,"We need to classify. Journal: Scientific Reports (multidisciplinary). Use title/abstract.

Content: statistical shape of geometric reasoning, participants' errors, statistical physics, correlated random walk, modeling cognitive processes. This is about cognitive psychology (psychology of reasoning) with statistical physics modeling. Could be Psychology (cognitive) or maybe interdisciplinary with physics? But core contribution is about geometric reasoning, cognitive processes, statistical modeling of human reasoning. Likely Psychology (cognitive). Could also be ""Science Studies""? No. Not methods. So primary cluster: psychology.

Secondary? Could be ""physics & astronomy"" because uses statistical physics? But the focus is on human reasoning, not physics per se. Might be ""statistics""? No, it's about modeling. So maybe just psychology.

Confidence high, maybe 0.9.

Return JSON.",cognitive_psychology,0.95,NA,NA,"We need to classify. Article about geometric reasoning, perception, statistical physics, reasoning about Euclidean geometry. This is about cognitive processes: reasoning, perception, mental representation. Likely Cognitive Psychology (reasoning, problem solving). Not social, not clinical, not developmental, not educational (though could be educational but it's about basic reasoning). It's about statistical shape of geometric reasoning, using tasks, modeling errors. So primary field: cognitive_psychology.

Confidence high, maybe 0.95.

Secondary? Could be methods because they propose a model using correlated random walk, but primary is cognitive. Could also be biological_neuropsychology? No. So secondary null.

Return JSON.",cognitive_psychology,0.95,NA,NA,"We need to classify. Article about geometric reasoning, perception, statistical physics, reasoning about Euclidean geometry. This is about cognitive processes: reasoning, perception, mental representation. Likely Cognitive Psychology (reasoning, problem solving). Not social, not clinical, not developmental, not educational (though could be educational but it's about basic reasoning). It's about statistical shape of geometric reasoning, using tasks, modeling errors. So primary field: cognitive_psychology.

Confidence high, maybe 0.95.

Secondary? Could be methods because they propose a model using correlated random walk, but primary is cognitive. Could also be biological_neuropsychology? No. So secondary null.

Return JSON."
10.1177/01461672952111004,"The authors describe a method for the quantitative study of anchoring effects in estimation tasks. A calibration group provides estimates of a set of uncertain quantities. Subjects in the anchored condition first judge whether a specified number (the anchor) is higher or lower than the true value before estimating each quantity. The anchors are set at predetermined percentiles of the distribution of estimates in the calibration group (15th and 85th percentiles in this study). This procedure permits the transformation of anchored estimates into percentiles in the calibration group, allows pooling of results across problems, and provides a natural measure of the size of the effect. The authors illustrate the method by a demonstration that the initial judgment of the anchor is susceptible to an anchoring-like bias and by an analysis of the relation between anchoring and subjective confidence.",Measures of Anchoring in Estimation Tasks,Personality and Social Psychology Bulletin,psychology,0.98,NA,NA,"We need to classify. Journal: Personality and Social Psychology Bulletin. That's a psychology journal, specifically social psychology. Article about anchoring effects, estimation tasks, method. So primary cluster: psychology. Could also be cognitive psychology (but still psychology). No secondary needed. Confidence high, maybe 0.98.",cognitive_psychology,0.9,methods_evaluation_psychology,0.8,"We need to classify. Article about anchoring in estimation tasks, method for quantitative study of anchoring effects. Anchoring is a judgment bias, part of cognitive psychology (heuristics, biases). Journal is Personality and Social Psychology Bulletin, which is a social psychology journal. However content is about anchoring, which is a cognitive bias, but also can be considered social psychology? Anchoring is a cognitive heuristic, often studied in cognitive psychology. The journal is social psychology, but the article is about a method for measuring anchoring, which is a cognitive bias. The description: ""The authors describe a method for the quantitative study of anchoring effects in estimation tasks."" This is about cognitive processes (judgment). So primary field: cognitive_psychology. Secondary maybe methods? It's a method for measuring anchoring, but the core contribution is a method for measuring a cognitive bias. The field ""Methods & Evaluation in Psychology"" is for methodological contributions. The article introduces a method for measuring anchoring. Could be considered methods. But the primary is cognitive psychology, secondary methods. The instruction: If multidisciplinary genuinely spans two subfields, assign secondary. This does span methods and cognitive. So primary cognitive_psychology, secondary methods_evaluation_psychology.

Confidence: high, maybe 0.9 for primary, 0.8 for secondary.

Return JSON.",cognitive_psychology,0.9,methods_evaluation_psychology,0.8,"We need to classify. Article about anchoring in estimation tasks, method for quantitative study of anchoring effects. Anchoring is a judgment bias, part of cognitive psychology (heuristics, biases). Journal is Personality and Social Psychology Bulletin, which is a social psychology journal. However content is about anchoring, which is a cognitive bias, but also can be considered social psychology? Anchoring is a cognitive heuristic, often studied in cognitive psychology. The journal is social psychology, but the article is about a method for measuring anchoring, which is a cognitive bias. The description: ""The authors describe a method for the quantitative study of anchoring effects in estimation tasks."" This is about cognitive processes (judgment). So primary field: cognitive_psychology. Secondary maybe methods? It's a method for measuring anchoring, but the core contribution is a method for measuring a cognitive bias. The field ""Methods & Evaluation in Psychology"" is for methodological contributions. The article introduces a method for measuring anchoring. Could be considered methods. But the primary is cognitive psychology, secondary methods. The instruction: If multidisciplinary genuinely spans two subfields, assign secondary. This does span methods and cognitive. So primary cognitive_psychology, secondary methods_evaluation_psychology.

Confidence: high, maybe 0.9 for primary, 0.8 for secondary.

Return JSON."
10.1073/pnas.2218961120,"Thinking about God promotes greater acceptance of Artificial intelligence (AI)-based recommendations. Eight preregistered experiments ( n = 2,462) reveal that when God is salient, people are more willing to consider AI-based recommendations than when God is not salient. Studies 1 and 2a to 2d demonstrate across a wide variety of contexts, from choosing entertainment and food to mutual funds and dental procedures, that God salience reduces reliance on human recommenders and heightens willingness to consider AI recommendations. Studies 3 and 4 demonstrate that the reduced reliance on humans is driven by a heightened feeling of smallness when God is salient, followed by a recognition of human fallibility. Study 5 addresses the similarity in mysteriousness between God and AI as an alternative, but unsupported, explanation. Finally, study 6 ( n = 53,563) corroborates the experimental results with data from 21 countries on the usage of robo-advisors in financial decision-making.",Thinking about God increases acceptance of artificial intelligence in decision-making,Proceedings of the National Academy of Sciences,psychology,0.93,NA,NA,"We need to classify. Journal is PNAS, multidisciplinary. Use title/abstract.

Topic: Thinking about God (religion) influences acceptance of AI decision-making. Involves psychology (effects of religious salience on attitudes) and maybe economics (financial decision-making, robo-advisors). But core contribution seems about psychological processes (cognitive, social psychology) regarding religious salience and AI acceptance. Could also be considered ""Psychology"". Not about theology per se, not about religious studies. It's about how thinking about God influences behavior, a psychological effect. So primary cluster: psychology.

Secondary? Could be economics & business because of financial decision-making and robo-advisors, but the framing is about psychological effect, not economic theory. Might be also ""Science Studies""? No. So maybe secondary cluster: economics_business? But the study includes large dataset on robo-advisors usage across countries, but still the main focus is psychological mechanism. Could assign secondary to economics_business due to financial decision-making context. However guidelines: only assign secondary if genuinely spans two disciplines. Here it's primarily psychology; the financial context is application, not core economic theory. Might not need secondary. I'd give primary psychology, confidence high 0.93. Secondary null.

Return JSON.",social_psychology,0.95,NA,NA,"We need to classify. Article about thinking about God increasing acceptance of AI recommendations. This is about attitudes, persuasion, influence of religious salience on acceptance of AI. Likely Social Psychology (attitudes, persuasion). Not occupational because not work-specific. Not cognitive? It's about attitudes and influence, maybe social cognition. So Social Psychology.

Journal PNAS is general, but content is social. So primary field: social_psychology. Confidence high, maybe 0.95.

Any secondary? Could be cognitive psychology (decision-making, heuristics). But core is about religious salience influencing acceptance, which is social influence. So maybe secondary cognitive? But guidelines: if genuinely spans two subfields, assign secondary. This does involve decision-making (cognitive) but the main contribution is about social influence of God salience on AI acceptance. I'd keep secondary null.

Return JSON.",social_psychology,0.95,NA,NA,"We need to classify. Article about thinking about God increasing acceptance of AI recommendations. This is about attitudes, persuasion, influence of religious salience on acceptance of AI. Likely Social Psychology (attitudes, persuasion). Not occupational because not work-specific. Not cognitive? It's about attitudes and influence, maybe social cognition. So Social Psychology.

Journal PNAS is general, but content is social. So primary field: social_psychology. Confidence high, maybe 0.95.

Any secondary? Could be cognitive psychology (decision-making, heuristics). But core is about religious salience influencing acceptance, which is social influence. So maybe secondary cognitive? But guidelines: if genuinely spans two subfields, assign secondary. This does involve decision-making (cognitive) but the main contribution is about social influence of God salience on AI acceptance. I'd keep secondary null.

Return JSON."
10.3758/s13428-021-01694-3,"© 2021, The Psychonomic Society, Inc.We examine key aspects of data quality for online behavioral research between selected platforms (Amazon Mechanical Turk, CloudResearch, and Prolific) and panels (Qualtrics and Dynata). To identify the key aspects of data quality, we first engaged with the behavioral research community to discover which aspects are most critical to researchers and found that these include attention, comprehension, honesty, and reliability. We then explored differences in these data quality aspects in two studies (N ~ 4000), with or without data quality filters (approval ratings). We found considerable differences between the sites, especially in comprehension, attention, and dishonesty. In Study 1 (without filters), we found that only Prolific provided high data quality on all measures. In Study 2 (with filters), we found high data quality among CloudResearch and Prolific. MTurk showed alarmingly low data quality even with data quality filters. We also found that while reputation (approval rating) did not predict data quality, frequency and purpose of usage did, especially on MTurk: the lowest data quality came from MTurk participants who report using the site as their main source of income but spend few hours on it per week. We provide a framework for future investigation into the ever-changing nature of data quality in online research, and how the evolving set of platforms and panels performs on these key aspects.",Data quality of platforms and panels for online behavioral research,Behavior Research Methods,psychology,0.97,NA,NA,"We need to classify article. Journal: Behavior Research Methods. That's a psychology methods journal, focusing on methods for behavioral research. The article is about data quality of platforms for online behavioral research. This is about methodology for psychology/behavioral research, but the core discipline is psychology (behavioral research). It's about data quality of online platforms used in psychological experiments. So primary cluster: psychology. Could also be methods, but methods belong to the discipline being studied, i.e., psychology. So cluster_id = ""psychology"". Confidence high, maybe 0.97. Secondary? Could be ""statistics"" or ""computer science""? But it's about platforms, not about statistical methods. Could be ""social sciences""? But it's about online participant pools used in psychology. So primary only. Return JSON.",methods_evaluation_psychology,0.96,NA,NA,"We need to classify. The article is about data quality of platforms and panels for online behavioral research. It's about methods for online data collection, evaluating data quality, providing a framework. The journal is ""Behavior Research Methods"", which is a methods journal. The article's primary contribution is methodological: evaluating platforms, data quality, providing framework. So field: methods_evaluation_psychology (id ""methods_evaluation_psychology"").

Confidence high, maybe 0.95. No secondary field needed.

Return JSON.",methods_evaluation_psychology,0.96,NA,NA,"We need to classify. The article is about data quality of platforms and panels for online behavioral research. It's about methods for online data collection, evaluating data quality, providing a framework. The journal is ""Behavior Research Methods"", which is a methods journal. The article's primary contribution is methodological: evaluating platforms, data quality, providing framework. So field: methods_evaluation_psychology (id ""methods_evaluation_psychology"").

Confidence high, maybe 0.95. No secondary field needed.

Return JSON."
10.1257/aer.102.1.337,"We study prisoners' dilemmas played in continuous time with flow payoffs accumulated over 60 seconds. In most cases, the median rate of mutual cooperation is about 90 percent. Control sessions with repeated matchings over eight subperiods achieve less than half as much cooperation, and cooperation rates approach zero in one-shot sessions. In follow-up sessions with a variable number of subperiods, cooperation rates increase nearly linearly as the grid size decreases, and, with one-second subperiods, they approach continuous levels. Our data support a strand of theory that explains how capacity to respond rapidly stabilizes cooperation and destabilizes defection in the prisoner's dilemma. (JEL C72, C78, C91)",A Continuous Dilemma,American Economic Review,economics_business,0.98,NA,NA,"We need to classify article. Journal: American Economic Review => economics. Article about continuous time prisoner's dilemma, experimental economics. JEL codes C72 (noncooperative games), C78 (bargaining theory), C91 (laboratory experiments). So primary cluster: economics_business. Confidence high, maybe 0.98. Is there secondary? Could be psychology (experimental game theory with behavior) but framed as economics with JEL codes, so primary economics. Might also be ""psychology"" if focusing on behavior, but given journal and framing, keep only economics. So secondary null.

Return JSON.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1086/269239,"A theoretical model of the emergence of assimilation and contrast effects in part-whole question sequences is presented. When one specific question precedes a general question and the two are not assigned to the same conversational context, respondents use the information primed by the specific question to form the general judgment. This results in part-whole assimilation effects. If both questions are perceived as belonging to gether, however, conversational norms of nonredundancy prohibit the repeated use of information that has already been provided in response to the specific question when making the general judgment. Accordingly, respondents interpret the general question to refer to aspects other than the ones covered by the specific question. Contrast effects may emerge in that case under specified conditions. If several specific questions precede the general question, however, the general one is always interpreted as a request for a summary judgment. This results in assimilation effects, even under conditions that would foster contrast effects if only one specific question is asked. The model is supported by experimental data and provides a coherent account of apparently contradictory findings previously reported in the survey literature.",Assimilation and Contrast Effects in Part-Whole Question Sequences: A Conversational Logic Analysis,Public Opinion Quarterly,political_science,0.9,psychology,0.6,"We need to classify. Journal: Public Opinion Quarterly. That's a journal in political science / public opinion, which is part of political science, maybe also sociology. Public Opinion Quarterly is a leading journal in political science, focusing on public opinion, surveys, political behavior. So primary cluster likely ""political_science"". The article is about assimilation and contrast effects in part-whole question sequences, a conversational logic analysis, experimental data, survey literature. This is about survey methodology and question effects, which is often in political science (public opinion). Could also be sociology (survey methods). But given journal, primary is political_science. Secondary maybe sociology_social_sciences because it's about survey methodology and cognitive effects. But the article is about question sequencing effects, which is a methodological issue in survey research, often considered part of political science (public opinion). Could also be psychology (cognitive processes). However, the journal is political science, so primary = political_science. Secondary maybe psychology? The article deals with cognitive assimilation/contrast effects, but it's framed in survey literature, not psychological theory. So maybe secondary = sociology_social_sciences? The notes: ""Large-scale attitude surveys without sociological theory may be Psychology or Political Science."" Here it's about question sequencing, which is methodological, but also about cognitive processes. I'd assign secondary = psychology? But guidelines: Use secondary only if genuinely spans two disciplines. This article is about cognitive effects (psychology) and public opinion (political science). So yes, secondary = psychology. Provide confidence: primary 0.9, secondary 0.6.",cognitive_psychology,0.86,NA,NA,"We need to classify. Article about assimilation and contrast effects in part-whole question sequences, conversational logic analysis. It's about judgment, survey response, question order effects. Likely falls under Cognitive Psychology (judgment, decision making, heuristics, biases). Could also be Social Psychology? It's about survey responses, assimilation/contrast effects, part-whole judgments. The journal Public Opinion Quarterly is about public opinion, survey methodology, but the content is about cognitive processes underlying judgments. The description: ""When one specific question precedes a general question... respondents use information primed... assimilation effects."" This is about judgment and decision making, cognitive mechanisms. So primary field: cognitive_psychology.

Confidence maybe 0.85.

Secondary? Could be methods? It's a theoretical model and experimental data, but primary is cognitive. Not methods. So secondary null.

Return JSON.",NA,NA,NA,NA,NA
10.1037/a0019006,"Participants listened to randomly selected excerpts of popular music and rated how nostalgic each song made them feel. Nostalgia was stronger to the extent that a song was autobiographically salient, arousing, familiar, and elicited a greater number of positive, negative, and mixed emotions. These effects were moderated by individual differences (nostalgia proneness, mood state, dimensions of the Affective Neurosciences Personality Scale, and factors of the Big Five Inventory). Nostalgia proneness predicted stronger nostalgic experiences, even after controlling for other individual difference measures. Nostalgia proneness was predicted by the Sadness dimension of the Affective Neurosciences Personality Scale and Neuroticism of the Big Five Inventory. Nostalgia was associated with both joy and sadness, whereas nonnostalgic and nonautobiographical experiences were associated with irritation.","Music-evoked nostalgia: Affect, memory, and personality.",Emotion,psychology,0.97,NA,NA,"We need to classify. Journal ""Emotion"" is a psychology journal focusing on affect, emotion. The article is about music-evoked nostalgia, affect, memory, personality. This is psychology (likely emotion, personality). Could also be musicology? But journal is Emotion, a psychology journal. So primary cluster: psychology.

Check if any secondary? It's about music, but the focus is psychological processes, not musicology. So only psychology.

Confidence high, maybe 0.97.

Return JSON.",differential_personality_diagnostics,0.7,cognitive_psychology,0.6,"We need to classify. Article about music-evoked nostalgia, affect, memory, personality. Journal ""Emotion"". This is about affect, memory (cognitive), personality (individual differences). Which subfield best? Could be Cognitive Psychology (memory) or Differential & Personality Psychology (personality traits). Also emotion is affect, but not a separate field. The article examines nostalgia, memory, personality traits. The primary contribution seems to be about affective experience and memory, with personality as moderator. Likely Cognitive Psychology (memory) or Differential & Personality. Which dominates? Title: ""Music-evoked nostalgia: Affect, memory, and personality."" Abstract focuses on memory (autobiographical salience), affect (emotions), and personality differences. The core is nostalgia as affective memory, linking to personality. Could be Differential & Personality Psychology because they examine individual differences (nostalgia proneness, personality scales). But also memory processes. The journal ""Emotion"" is affective science, often falls under cognitive or social? Emotion is interdisciplinary but often cognitive-affective. The article seems to be about how memory and personality influence nostalgic affect. I'd pick ""differential_personality_diagnostics"" as primary because emphasis on individual differences and personality traits predicting nostalgia. Cognitive aspects are secondary. So primary field: differential_personality_diagnostics. Confidence maybe 0.7. Secondary field: cognitive_psychology (memory). Confidence 0.6.

Check guidelines: If multidisciplinary genuinely spans two subfields, assign secondary. Yes. So output.

",differential_personality_diagnostics,0.7,cognitive_psychology,0.6,"We need to classify. Article about music-evoked nostalgia, affect, memory, personality. Journal ""Emotion"". This is about affect, memory (cognitive), personality (individual differences). Which subfield best? Could be Cognitive Psychology (memory) or Differential & Personality Psychology (personality traits). Also emotion is affect, but not a separate field. The article examines nostalgia, memory, personality traits. The primary contribution seems to be about affective experience and memory, with personality as moderator. Likely Cognitive Psychology (memory) or Differential & Personality. Which dominates? Title: ""Music-evoked nostalgia: Affect, memory, and personality."" Abstract focuses on memory (autobiographical salience), affect (emotions), and personality differences. The core is nostalgia as affective memory, linking to personality. Could be Differential & Personality Psychology because they examine individual differences (nostalgia proneness, personality scales). But also memory processes. The journal ""Emotion"" is affective science, often falls under cognitive or social? Emotion is interdisciplinary but often cognitive-affective. The article seems to be about how memory and personality influence nostalgic affect. I'd pick ""differential_personality_diagnostics"" as primary because emphasis on individual differences and personality traits predicting nostalgia. Cognitive aspects are secondary. So primary field: differential_personality_diagnostics. Confidence maybe 0.7. Secondary field: cognitive_psychology (memory). Confidence 0.6.

Check guidelines: If multidisciplinary genuinely spans two subfields, assign secondary. Yes. So output.

"
10.1111/j.1467-9280.2008.02049.x,"Extremal edges (EEs) are projections of viewpoint-specific horizons of self-occlusion on smooth convex surfaces. An ecological analysis of viewpoint constraints suggests that an EE surface is likely to be closer to the observer than the non-EE surface on the other side of the edge. In two experiments, one using shading gradients and the other using texture gradients, we demonstrated that EEs operate as strong cues to relative depth perception and figure-ground organization. Image regions with an EE along the shared border were overwhelmingly perceived as closer than either flat or equally convex surfaces without an EE along that border. A further demonstration suggests that EEs are more powerful than classical figure-ground cues, including even the joint effects of small size, convexity, and surroundedness.",Extremal Edge,Psychological Science,psychology,0.99,NA,NA,"We need to classify based on journal title. Journal is ""Psychological Science"". That's a psychology journal. So primary cluster: ""psychology"". Confidence high, maybe 0.99. No secondary needed.

Return JSON with cluster_id ""psychology"", confidence 0.99, secondary null.

",cognitive_psychology,0.95,NA,NA,"We need to classify this article. Title: ""Extremal Edge"". Abstract: about perception of depth, figure-ground organization, using shading and texture gradients. This is about visual perception, depth perception, figure-ground organization. That's cognitive psychology (perception). Could also be visual perception, which is cognitive. Not social, not clinical, not developmental, not biological (though could be neuropsychology but it's about perception, not brain imaging). So primary field: cognitive_psychology.

Journal: Psychological Science is a general psychology journal, but we rely on article content.

Thus field_id: ""cognitive_psychology"". Confidence high, maybe 0.95.

No secondary field needed.

Return JSON.",cognitive_psychology,0.95,NA,NA,"We need to classify this article. Title: ""Extremal Edge"". Abstract: about perception of depth, figure-ground organization, using shading and texture gradients. This is about visual perception, depth perception, figure-ground organization. That's cognitive psychology (perception). Could also be visual perception, which is cognitive. Not social, not clinical, not developmental, not biological (though could be neuropsychology but it's about perception, not brain imaging). So primary field: cognitive_psychology.

Journal: Psychological Science is a general psychology journal, but we rely on article content.

Thus field_id: ""cognitive_psychology"". Confidence high, maybe 0.95.

No secondary field needed.

Return JSON."
10.1073/pnas.1501592112,"Existing moral psychology research commonly explains certain phenomena in terms of a motivation to blame. However, this motivation is not measured directly, but rather is inferred from other measures, such as participants' judgments of an agent's blameworthiness. The present paper introduces new methods for assessing this theoretically important motivation, using tools drawn from animal-model research. We test these methods in the context of recent ""harm-magnification"" research, which shows that people often overestimate the damage caused by intentional (versus unintentional) harms. A preliminary experiment exemplifies this work and also rules out an alternative explanation for earlier harm-magnification results. Exp. 1 asks whether intended harm motivates blame or merely demonstrates the actor's intrinsic blameworthiness. Consistent with a motivational interpretation, participants freely chose blaming, condemning, and punishing over other appealing tasks in an intentional-harm condition, compared with an unintentional-harm condition. Exp. 2 also measures motivation but with converging indicators of persistence (effort, rate, and duration) in blaming. In addition to their methodological contribution, these studies also illuminate people's motivational responses to intentional harms. Perceived intent emerges as catalyzing a motivated social cognitive process related to social prediction and control.",Perceived intent motivates people to magnify observed harms,Proceedings of the National Academy of Sciences,psychology,0.96,NA,NA,"We need to classify this article. Journal: Proceedings of the National Academy of Sciences (PNAS) – multidisciplinary. Use title and abstract to determine core discipline.

The article is about moral psychology, motivation to blame, intentional vs unintentional harms, experiments, measuring motivation. This is clearly within Psychology, specifically moral/social psychology. So primary cluster: ""psychology"". Confidence high, maybe 0.95.

Any secondary? Could be ""philosophy"" (moral philosophy) but it's empirical moral psychology, not philosophical analysis. Could also be ""sociology"" but it's about individual motivation, not social structures. So likely only psychology.

Thus output JSON with cluster_id ""psychology"", confidence 0.96, secondary null.

",social_psychology,0.86,NA,NA,"We need to classify. Article about moral psychology, blame motivation, perceived intent, social cognitive process. Journal PNAS is general. The content is about moral psychology, social cognition, motivation, blame. Which subfield? Could be social psychology (attitudes, social cognition, blame, moral judgments). Also could be cognitive psychology (judgment, decision). But moral psychology often falls under social psychology. The description: ""motivated social cognitive process related to social prediction and control."" That aligns with social psychology (social cognition, blame). Not occupational. Not clinical. Not developmental. Not methods (though they introduce new methods, but primary contribution is about motivation to blame). So primary field: social_psychology.

Confidence maybe 0.85.

Secondary? Could also be cognitive_psychology (judgment, decision). But the core is social motivation. Might assign secondary cognitive with lower confidence 0.4. But guidelines: only assign secondary if genuinely spans two subfields. This does involve judgment/decision but within moral/social context. Could be considered social cognition, which is part of social psychology. I'd keep secondary null.

Return JSON.",social_psychology,0.86,NA,NA,"We need to classify. Article about moral psychology, blame motivation, perceived intent, social cognitive process. Journal PNAS is general. The content is about moral psychology, social cognition, motivation, blame. Which subfield? Could be social psychology (attitudes, social cognition, blame, moral judgments). Also could be cognitive psychology (judgment, decision). But moral psychology often falls under social psychology. The description: ""motivated social cognitive process related to social prediction and control."" That aligns with social psychology (social cognition, blame). Not occupational. Not clinical. Not developmental. Not methods (though they introduce new methods, but primary contribution is about motivation to blame). So primary field: social_psychology.

Confidence maybe 0.85.

Secondary? Could also be cognitive_psychology (judgment, decision). But the core is social motivation. Might assign secondary cognitive with lower confidence 0.4. But guidelines: only assign secondary if genuinely spans two subfields. This does involve judgment/decision but within moral/social context. Could be considered social cognition, which is part of social psychology. I'd keep secondary null.

Return JSON."
10.3758/BF03197186,"A previously unobserved pattern of choice behavior is predicted and corroborated. In line with the principle of compatibility, according to which the weighting of inputs is enhanced by their compatibility with output, the positive and negative dimensions of options (their pros and cons) are expected to loom larger when one is choosing and when one is rejecting, respectively. Subjects are presented with pairs of options, one of which-the enriched option-has more positive as well as more negative dimensions than does the other, impoverished, option. Because positive dimensions are weighted more heavily in choosing than in rejecting, and negative dimensions are weighted more heavily in rejecting than in choosing, the enriched option tends to be chosen and rejected relatively more often than the impoverished option. These findings are extended to nonbinary decision problems, and their implications for the rational theory of choice and for everyday decisions are discussed. © 1993 Psychonomic Society, Inc.",Choosing versus rejecting: Why some options are both better and worse than others,,psychology,0.96,NA,NA,"We need to classify article. Journal title empty. Use article title and abstract. This is about decision making, choice behavior, weighting of pros/cons, compatibility principle. This is psychology of decision making, likely cognitive psychology. Could also be behavioral economics? The abstract mentions ""rational theory of choice"", but the framing is about psychological processes (weighting of inputs, compatibility). No explicit economic constructs like utility, incentives, markets. So cluster: psychology.

Check if any other cluster? Could be ""economics & business"" if framed as behavioural economics, but note: ""EXCLUSION: General JDM (heuristics, biases) without economic framing → Psychology (Cognitive)."" So it's decision making, but not economic framing. So primary cluster: psychology.

Confidence high, maybe 0.95.

No secondary.

Return JSON.",cognitive_psychology,0.96,NA,NA,"We need to classify. The article is about choice behavior, decision making, compatibility principle, weighting of inputs, positive/negative dimensions, enriched vs impoverished options. This is about judgment and decision making, which falls under Cognitive Psychology (per description includes JDM heuristics, biases). It's not social, not clinical, not occupational. So primary field: cognitive_psychology.

Confidence high, maybe 0.95.

No secondary.

Return JSON.",cognitive_psychology,0.96,NA,NA,"We need to classify. The article is about choice behavior, decision making, compatibility principle, weighting of inputs, positive/negative dimensions, enriched vs impoverished options. This is about judgment and decision making, which falls under Cognitive Psychology (per description includes JDM heuristics, biases). It's not social, not clinical, not occupational. So primary field: cognitive_psychology.

Confidence high, maybe 0.95.

No secondary.

Return JSON."
10.1016/0022-1031(77)90049-X,"Evidence from four studies demonstrates that social observers tend to perceive a ""false consensus"" with respect to the relative commonness of their own responses. A related bias was shown to exist in the observers' social inferences. Thus, raters estimated particular responses to be relatively common and relatively unrevealing concerning the actors' distinguishing personal dispositions when the responses in question were similar to the raters' own responses; responses differing from those of the rater, by contrast, were perceived to be relatively uncommon and revealing of the actor. These results were obtained both in questionnaire studies presenting subjects with hypothetical situations and choices and in authentic conflict situations. The implications of these findings for our understanding of social perception phenomena and for our analysis of the divergent perceptions of actors and observers are discussed. Finally, cognitive and perceptual mechanisms are proposed which might account for distortions in perceived consensus and for corresponding biases in social inference and attributional processes. © 1977.","The ""false consensus effect"": An egocentric bias in social perception and attribution processes",,psychology,0.98,NA,NA,"We need to classify article. Journal title empty, so we rely on title and abstract. The article is about false consensus effect, egocentric bias in social perception and attribution. This is classic social psychology. So cluster: psychology. Not sociology because it's about individual cognitive bias, not social structures. So primary cluster: ""psychology"". Confidence high, maybe 0.98. No secondary.",social_psychology,0.96,NA,NA,"We need to classify. Article about false consensus effect, egocentric bias in social perception and attribution. This is classic social psychology (biases in social perception). Could also be cognitive psychology? The description: ""social perception and attribution processes"". Social perception is part of social psychology. The article deals with social perception, attribution, false consensus effect, which is a social cognition bias. Social cognition is often under social psychology. The description says ""cognitive and perceptual mechanisms are proposed"". But primary domain is social psychology. So field_id = social_psychology. Confidence high, maybe 0.95. No secondary needed. Return JSON.",social_psychology,0.96,NA,NA,"We need to classify. Article about false consensus effect, egocentric bias in social perception and attribution. This is classic social psychology (biases in social perception). Could also be cognitive psychology? The description: ""social perception and attribution processes"". Social perception is part of social psychology. The article deals with social perception, attribution, false consensus effect, which is a social cognition bias. Social cognition is often under social psychology. The description says ""cognitive and perceptual mechanisms are proposed"". But primary domain is social psychology. So field_id = social_psychology. Confidence high, maybe 0.95. No secondary needed. Return JSON."
10.1257/aer.101.2.927,"We explore the relationship between outcomes in a coordination game and a pre-play asset market where asset values are determined by outcomes in the subsequent coordination game. Across two experiments, we vary the payoffs from the market relative to the game, the degree of interdependence in the game, and whether traders' asset payoffs are dependent on outcomes in their own or another game. Markets lead to significantly lower efficiency across treatments, even when they produce no distortion of incentives in the game. Market prices forecast game outcomes. Our experiments shed light on how financial markets may influence affiliated economic outcomes. (JEL C91, D83, G13, G14)",Coordination in the Presence of Asset Markets,American Economic Review,economics_business,0.99,NA,NA,"We need to classify based on journal title. Journal is ""American Economic Review"" which is economics. The article is about coordination games, asset markets, experiments. That's economics, possibly behavioral/experimental economics. The cluster: ""economics_business"". So primary cluster id = ""economics_business"". Confidence high, maybe 0.99. No secondary needed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
