doi,abstract,title,source_display_name,rationale_cluster,cluster_id,cluster_label,confidence_cluster,rationale_field,field_id,field_label,confidence_field
10.1073/pnas.2218961120,"Thinking about God promotes greater acceptance of Artificial intelligence (AI)-based recommendations. Eight preregistered experiments ( n = 2,462) reveal that when God is salient, people are more willing to consider AI-based recommendations than when God is not salient. Studies 1 and 2a to 2d demonstrate across a wide variety of contexts, from choosing entertainment and food to mutual funds and dental procedures, that God salience reduces reliance on human recommenders and heightens willingness to consider AI recommendations. Studies 3 and 4 demonstrate that the reduced reliance on humans is driven by a heightened feeling of smallness when God is salient, followed by a recognition of human fallibility. Study 5 addresses the similarity in mysteriousness between God and AI as an alternative, but unsupported, explanation. Finally, study 6 ( n = 53,563) corroborates the experimental results with data from 21 countries on the usage of robo-advisors in financial decision-making.",Thinking about God increases acceptance of artificial intelligence in decision-making,Proceedings of the National Academy of Sciences,"The paper uses experimental methods and psychological constructs (salience, feelings of smallness, perceptions of human fallibility) to explain how thinking about God affects individuals’ acceptance of AI recommendations. Although it involves religion and technology, the core contribution is to understanding individual cognition and decision-making, which places it in Psychology rather than Religious Studies or Sociology.",psychology,Psychology,0.9,"The article examines how making God salient changes people’s attitudes toward AI recommendations, focusing on social influence, attitudes, and underlying social-cognitive mechanisms (feelings of smallness, perceptions of human fallibility). This is a question about social cognition and attitude change rather than about cognition per se or methods. Therefore it best fits Social Psychology.",social_psychology,Social Psychology,0.9
10.1016/j.obhdp.2004.12.002,"Judgmental anchoring - the assimilation of a numeric estimate towards a previously considered standard - is an exceptionally ubiquitous effect that influences human judgment in a variety of domains and paradigms. Three studies examined whether anchoring effects even occur, if anchor values are presented subliminally, outside of judges' awareness. Studies 1 and 2 demonstrate such subliminal anchoring effects: judges assimilated target estimates towards the subliminally presented anchor values. Study 3 further demonstrates that subliminal anchors produced a selective increase in the accessibility of anchor-consistent target knowledge. The implications of these findings for the ubiquity of judgmental anchoring, its different underlying mechanisms, and comparative information processing are discussed. ",Subliminal anchoring: Judgmental consequences and underlying mechanisms,Organizational Behavior and Human Decision Processes,"The article investigates cognitive mechanisms of judgmental anchoring, including subliminal processing and knowledge accessibility, using experimental studies on human judgment and decision making. This is core cognitive/social psychology rather than economics (no explicit utility/market framing) or business. Therefore it fits best in Psychology.",psychology,Psychology,0.97,"The article investigates judgmental anchoring, a classic judgment and decision-making phenomenon, focusing on cognitive mechanisms (subliminal presentation, accessibility of knowledge, information processing). Although the journal is work-related, the core contribution is to basic cognitive processes in judgment rather than to work/organizational constructs. This fits cognitive psychology’s focus on reasoning and decision-making.",cognitive_psychology,Cognitive Psychology,0.96
10.1037/0022-3514.94.1.48,"Phenomena that vary over time can often be represented as a complex waveform. Fourier analysis decomposes this complex wave into a set of sinusoidal component waves. In some phenomena, the amplitude of these waves varies in inverse relation to frequency. This pattern has been called 1/f noise and, unlike white noise, it reflects nonrandom variation. Latencies in simple computer tasks typically reveal 1/f noise, but the magnitude of the noise decreases as tasks become more challenging. The current work hypothesizes a correspondence between 1/f noise and effort, leading to the prediction that increasing effort will reduce 1/f noise. In 2 studies, the author examined the relationship between an individual's attempts to avoid bias (measured in Study 1, manipulated in Study 2) and 1/f noise in implicit measures of stereotyping and prejudice. In each study, participants who made an effort to modulate the use of racial information showed less 1/f noise than did participants who made less effort. The potential value of this analytic approach to social psychology is discussed.",1/f noise and effort on implicit measures of bias.,Journal of Personality and Social Psychology,"The article investigates implicit bias, effort, and 1/f noise in response latencies within a social-psychological framework, published in a core psychology journal and using psychological constructs and methods. Its primary contribution is to social and cognitive psychology, not to statistics or another field.",psychology,Psychology,1,"The article examines stereotyping, prejudice, and individuals’ efforts to avoid racial bias using implicit measures, and explicitly situates its contribution as an analytic approach to social psychology. Although it uses temporal response patterns and 1/f noise (a methodological angle), the core theoretical focus is on social cognition and bias regulation. Therefore it best fits Social Psychology rather than Methods or Cognitive Psychology.",social_psychology,Social Psychology,0.9
10.1016/j.cognition.2015.01.013,,Causal superseding,Cognition,"The article is published in the journal Cognition, which primarily features research in cognitive psychology and related areas of mental processes. With no abstract provided, the most plausible classification is Psychology, specifically cognitive psychology of causal reasoning.",psychology,Psychology,0.78,"The article is published in *Cognition* and the title ""Causal superseding"" clearly points to work on causal reasoning/judgment, a core topic in cognitive psychology rather than social or other subfields. No clinical, social, developmental, or occupational focus is implied.",cognitive_psychology,Cognitive Psychology,0.9
10.1177/0146167214524992,"“Tiger Mother” Amy Chua provoked a culture clash with her claim that controlling parenting in Asian American (AA) contexts produces more successful children than permissive parenting in European American (EA) contexts. At the heart of this controversy is a difference in the normative models of self that guide behavior. Ideas and practices prevalent in AA contexts emphasize that the person is and should be interdependent with one’s close others, especially one’s mother. In contrast, EA contexts emphasize the person as independent, even from one’s mother. We find that AA compared with EA high school students experience more interdependence with their mothers and pressure from them, but that the pressure does not strain their relationship with their mothers. Furthermore, following failure, AAs compared with EAs are more motivated by their mothers, and AAs are particularly motivated by pressure from their mothers when it conveys interdependence.",My Mother and Me,Personality and Social Psychology Bulletin,"The article examines cultural models of self, parenting, motivation, and interdependence using constructs and methods from social and cultural psychology, and it is published in a core psychology journal (Personality and Social Psychology Bulletin). The focus is on individual-level psychological processes (motivation, perceived pressure, relationship quality) across cultural groups, which clearly places it in psychology rather than sociology or education.",psychology,Psychology,1,"The article examines cultural models of self, interdependence, and motivation in the context of mother–child relationships, focusing on cultural differences (Asian American vs. European American) and how parental pressure is experienced and affects motivation. These are core topics in social psychology (self-construal, culture, social influence, close relationships), and the journal is a leading social psychology outlet, reinforcing this classification.",social_psychology,Social Psychology,0.97
10.1073/pnas.1501592112,"Significance This paper examines how detecting harmful intent creates downstream consequences for assessing damage, magnifying its cost. If intentional harms seem worse, society may spend more money on them than on objectively more damaging unintentional harms or on naturally occurring harms. Why might this occur? Various psychological theories identify the cause as motivation; however, the presence of this motivation has been inferred indirectly. Drawing on animal-model research, we present more direct evidence for blame motivation, and discuss how it may help to explain the magnification of intentional harms. This approach acknowledges the nonrational biases in damage estimates and potential policy priorities.",Perceived intent motivates people to magnify observed harms,Proceedings of the National Academy of Sciences,"The article investigates how perceived intent affects judgments of harm and damage, explicitly grounding its explanation in psychological theories and motivation, focusing on individual cognitive and motivational processes. This is core social/cognitive psychology rather than economics, sociology, or law, despite policy implications.",psychology,Psychology,0.96,"The article investigates how perceived harmful intent affects judgments of harm and blame, focusing on motivational and cognitive biases in social evaluation. This centers on social cognition, blame, and moral judgment processes, which are core topics in social psychology rather than general cognition alone.",social_psychology,Social Psychology,0.86
10.1111/lang.12161,"Abstract This study investigated the role of inhibition in second language (L2) learners’ phonological processing. Participants were Spanish learners of L2 English and American learners of L2 Spanish. We measured inhibition through a retrieval‐induced inhibition task. Accuracy of phonological representations (perception and production) was assessed through a speeded ABX categorization task and a delayed sentence repetition task. We used a measure of L2 vocabulary size to tease out L2 proficiency effects. Higher inhibitory control was related to lower error rate in segmental perception. Inhibition was also related to consonant but not to vowel production accuracy. These results suggest a potential role for inhibition in L2 phonological acquisition, with inhibition enhancing the processing of phonologically relevant acoustic information in the L2 input, which in turn might lead to more accurate L2 phonological representations. Open Practices This article has been awarded an Open Materials badge. All materials are publicly accessible in the IRIS digital repository at http://www.iris‐database.org . Learnmore about the Open Practices badges from the Center for Open Science: https://osf.io/tvyxz/wiki",The Role of Inhibitory Control in Second Language Phonological Processing,Language Learning,"The article examines individual cognitive mechanisms (inhibitory control) underlying second language phonological processing, using psychological constructs and tasks, even though it is applied to language learning. This aligns more with cognitive/experimental psychology than with general linguistics or education research.",psychology,Psychology,0.86,"The article examines how inhibitory control, a core executive function, supports phonological perception and production in second-language learning, using cognitive tasks and focusing on information processing mechanisms. This is fundamentally about attention/inhibition and phonological processing rather than educational interventions or classroom learning. Therefore it best fits cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.93
10.1073/pnas.1805284115,"Significance Across eight studies combining archival and experimental methods, we report evidence for a gender bias in how people speak about professionals. Men and women were, on average across studies, more than twice as likely to describe a male (vs. female) professional by surname in domains, such as science, literature, and politics. We find that this simple difference in reference affects judgments of eminence, with participants judging those professionals described by surname as more eminent and 14% more deserving of a career award. This gender bias may contribute to the gender gap in perceived eminence as well as in actual recognition and may partially explain the persistent state of women’s underrepresentation in high-status fields, including science, technology, engineering, and math.",How gender determines the way we speak about professionals,Proceedings of the National Academy of Sciences,"The paper investigates gender bias in linguistic reference to professionals and its effects on perceived eminence, using archival and experimental studies of individual judgments and biases. This is squarely in social/experimental psychology, focusing on cognitive and social processes rather than broader social structures or institutions.",psychology,Psychology,0.9,"The article examines gender bias in how people linguistically refer to professionals and how this shapes judgments of eminence and recognition, focusing on social perception, bias, and gender stereotypes. These are core topics in social psychology rather than occupational or general psychology, even though the context involves professional domains.",social_psychology,Social Psychology,0.93
10.1016/j.biopsycho.2018.08.007,,Emotional stress regulation: The role of relative frontal alpha asymmetry in shaping the stress response,Biological Psychology,"The topic concerns emotional stress regulation and frontal alpha asymmetry, a classic psychophysiological marker studied within biological/affective psychology, and the journal Biological Psychology is firmly in the psychology domain.",psychology,Psychology,0.97,"The focus on frontal alpha asymmetry as a neural correlate of emotional stress regulation, published in Biological Psychology, indicates a primary emphasis on brain-based mechanisms underlying psychological processes, fitting best with biological/neuropsychology rather than clinical or general psychology.",biological_neuropsychology,Biological & Neuropsychology,0.86
10.1089/cyber.2015.0311,"Palatable food induces general approach tendencies when compared to nonfood stimuli. For eating disorders, the modification of an attention bias toward food was proposed as a treatment option. Similar approaches have been efficient for other psychiatric conditions and, recently, successfully incorporated approach motivation. The direct impact of attentional biases on spontaneous natural behavior has hardly been investigated so far, although actions may serve as an intervention target, especially seeing the recent advances in the field of embodied cognition. In this study, we addressed the interplay of motor action execution and cognition when interacting with food objects. In a Virtual Reality (VR) setting, healthy participants repeatedly grasped or warded high-calorie food or hand-affordant ball objects using their own dominant hand. This novel experimental paradigm revealed an attention-like bias in hand-based actions: 3D objects of food were collected faster than ball objects, and this difference correlated positively with both individual body mass index and diet-related attitudes. The behavioral bias for food in hand movements complements several recent experimental and neurophysiological findings. Implications for the use of VR in the treatment of eating-related health problems are discussed.",Behavioral Bias for Food Reflected in Hand Movements: A Preliminary Study with Healthy Subjects,Cyberpsychology Behavior and Social Networking,"The article experimentally studies attentional and approach biases toward food via hand movements in VR, focusing on cognition, behavior, and their relation to BMI and attitudes. This is core experimental/clinical psychology (embodied cognition, bias modification, eating-related behavior), not medicine or nutrition science.",psychology,Psychology,0.96,"The study examines attentional and approach biases toward food, their expression in motor behavior, and implications for embodied cognition, using a basic experimental paradigm in healthy participants. The focus is on cognitive processes (attention, bias, action execution) rather than clinical diagnosis or treatment trials, so it best fits cognitive psychology despite clinical implications for eating disorders.",cognitive_psychology,Cognitive Psychology,0.86
10.1073/pnas.1517662112,"Significance People often evaluate others in a negative manner when they do not fit the stereotypes that are generally believed about their group. Here, we not only show that political conservatives are more likely to negatively evaluate people who deviate from stereotypes than are liberals, but also explain why. Previous research has heavily emphasized that people endorse stereotypes because they hold negative attitudes toward members of minority groups and because doing so helps to maintain the current structure of society. In contrast to these perspectives, we demonstrate that conservatives negatively evaluate and economically penalize people who deviate from stereotypes because those stereotypes help them to efficiently categorize people into groups, which provides a greater sense of certainty about the world.",Conservatives negatively evaluate counterstereotypical people to maintain a sense of certainty,Proceedings of the National Academy of Sciences,"The article examines how political conservatives vs. liberals evaluate counterstereotypical individuals, focusing on psychological mechanisms (need for certainty, categorization, evaluation) at the individual level. Despite involving political ideology, the core theory and methods are psychological, not political-institutional, so it fits Psychology.",psychology,Psychology,0.96,"The article examines how political ideology relates to evaluations of counterstereotypical individuals, focusing on stereotypes, attitudes, and underlying motives (need for certainty). These are classic social-psychological constructs involving social perception, stereotyping, and intergroup evaluation, not clinical, cognitive, or occupational domains. Therefore it best fits Social Psychology.",social_psychology,Social Psychology,0.97
10.3389/fpsyg.2014.01276,"Whether cleanliness influences moral judgments has recently become a topic of debate in the psychological literature. After the initial report that activating the notion of physical purity can result in less severe moral judgments (Schnall et al., 2008a), a direct replication (Johnson et al., 2014a) with much larger sample sizes failed to yield similar findings. The current paper examines the possibility that only non-conscious activation of the cleanliness concept, as achieved in participants with low response effort on priming materials, can produce the expected effect. An online replication (Study 1, N = 214) provided evidence that, when participants exerted low (yet still acceptable) levels of response effort to the experimental material, cleanliness priming led to more lenient moral judgments than neutral priming. An online experiment (Study 2, N = 440; replicated in Study 2a, N = 436) manipulating participants' effort on the priming task (low vs. high) supported the hypothesized mechanism. Specifically, respondents in the low response effort group were instructed to complete the priming task as quickly as possible without too much attention, and the cleanliness priming resulted in less extreme moral judgments than the neutral condition as expected. In contrast, respondents in the high response effort group were instructed to perform to the best of their ability on the priming task, with a non-significant difference on moral ratings between cleanliness and neutral conditions. In addition to helping resolve the controversy regarding the cleanliness hypothesis, the current paper calls into attention the role of response effort in the execution and replication of priming studies.",Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments,Frontiers in Psychology,"The article investigates how a psychological prime (cleanliness) and response effort affect individuals’ moral judgments, using experimental methods within a psychological framework and published in a psychology journal, so it clearly belongs to psychology.",psychology,Psychology,1,"The article studies how a situational prime (cleanliness) influences moral judgments and how response effort moderates this effect, focusing on social-cognitive processes (priming, moral evaluation) rather than basic cognition or clinical issues. This fits squarely within social psychology’s work on moral judgment, social influence, and social cognition.",social_psychology,Social Psychology,0.93
10.1177/0956797611435919,"This article tested the hypothesis that attachment anxiety positively predicts sensitivity to temperature cues, with the aim of integrating research on associations between temperature and intimacy with perspectives on adult attachment. Study I assessed whether attachment anxiety would positively predict preference for warmth following threat. Study 2 hypothesized that, compared with semantically activating the concept of coldness, semantically activating the concept of warmth would increase anxiously attached people�s relationship satisfaction, as a result of associations between temperature and intimacy. This research was a preliminary examination of the relationship between attachment anxiety and sensitivity to temperature cues. The results suggest that individuals with high levels of attachment anxiety may engage associations between temperature and intimacy as a secondary regulatory strategy and may be especially influenced by such associations when evaluating their current romantic relationships. Thus, this research offers future researchers solid ground from which to explore the links between temperature experiences and attachment-relevant outcomes.",Warm thoughts: Attachment anxiety and sensitivity to temperature cues.,Psychological Science,"The article examines adult attachment anxiety, temperature cues, and relationship satisfaction using psychological theories and experiments, and it is published in Psychological Science, clearly situating it in psychology rather than sociology or economics.",psychology,Psychology,1,"The article examines adult attachment anxiety, intimacy, and romantic relationship satisfaction, focusing on how social–emotional attachment processes are influenced by temperature cues. These are core topics in social psychology, particularly social cognition and close relationships, rather than clinical or cognitive psychology.",social_psychology,Social Psychology,0.96
10.1093/geronb/gbx099,The study underscored the importance of contextual factors in understanding age differences in prosocial behaviors such as donation.,Are Older Adults More Willing to Donate? The Roles of Donation Form and Social Relationship,The Journals of Gerontology Series B,"The article examines age differences in prosocial behavior (willingness to donate) and how contextual factors like donation form and social relationship influence this, which is squarely in psychological research on prosociality and aging rather than sociology or economics.",psychology,Psychology,0.86,"The article examines age differences in prosocial behavior (donation) and how social relationship and contextual factors shape this behavior, which fits core topics in social psychology (prosocial behavior, social context, social relationships). The gerontology context does not change that the main theoretical focus is on social behavior and its determinants.",social_psychology,Social Psychology,0.78
10.1007/s10802-020-00712-w,,Converging Multi-modal Evidence for Implicit Threat-Related Bias in Pediatric Anxiety Disorders,Research on Child and Adolescent Psychopathology,"The article concerns implicit threat-related bias in pediatric anxiety disorders, a topic squarely within clinical/developmental psychology and psychopathology, and the journal is a psychology/psychopathology outlet.",psychology,Psychology,0.96,"The focus is on anxiety disorders in children (pediatric anxiety), which is a form of psychopathology, and the journal is specifically about child and adolescent psychopathology, indicating a clinical/diagnostic orientation rather than basic cognitive or developmental processes alone.",clinical_psychology,"Clinical Psychology, Diagnostics & Psychotherapy",0.86
10.1016/j.jesp.2005.05.001,"Previous research demonstrated that if attention is paid to a supraliminally presented number, a subsequent quantitative estimate assimilates towards this number (the anchor effect). One explanation states that this effect is merely caused by the heightened accessibility level of the anchor value itself. Based on this numeric priming account and generalizing from subliminal priming studies, we expected a short-lived subliminal anchor effect. We presented participants subliminally with a low or high anchor value (10 or 90) and next they had to estimate the probability of an epidemic. Half of them were pressed to do this quickly. Only under time pressure, a significant anchor effect emerged. ",Subliminal anchoring: The effects of subliminally presented numbers on probability estimates,Journal of Experimental Social Psychology,"The article experimentally studies subliminal anchoring effects on probability estimates, grounded in priming and judgment/decision processes, and is published in a social psychology journal. Its core contribution is to psychological theory and mechanisms of cognition under time pressure, fitting squarely within psychology rather than economics or sociology.",psychology,Psychology,1,"The study examines how subliminally presented numerical anchors influence subsequent probability estimates, focusing on priming, attention, and judgment under time pressure—core topics in judgment and decision making and cognitive processes. Although published in a social psychology journal, the theoretical focus is on cognitive mechanisms (accessibility, priming) rather than social interaction or group processes, so it best fits cognitive psychology.",cognitive_psychology,Cognitive Psychology,0.86
10.1073/pnas.0908963106,"Perceptual systems often force systematically biased interpretations upon sensory input. These interpretations are obligatory, inaccessible to conscious control, and prevent observers from perceiving alternative percepts. Here we report a similarly impenetrable phenomenon in the domain of language, where the syntactic system prevents listeners from detecting a simple perceptual pattern. Healthy human adults listened to three-word sequences conforming to patterns readily learned even by honeybees, rats, and sleeping human neonates. Specifically, sequences either started or ended with two words from the same syntactic category (e.g., noun–noun–verb or verb–verb–noun). Although participants readily processed the categories and learned repetition patterns over nonsyntactic categories (e.g., animal–animal–clothes), they failed to learn the repetition pattern over syntactic categories, even when explicitly instructed to look for it. Further experiments revealed that participants successfully learned the repetition patterns only when they were consistent with syntactically possible structures, irrespective of whether these structures were attested in English or in other languages unknown to the participants. When the repetition patterns did not match such syntactically possible structures, participants failed to learn them. Our results suggest that when human adults hear a string of nouns and verbs, their syntactic system obligatorily attempts an interpretation (e.g., in terms of subjects, objects, and predicates). As a result, subjects fail to perceive the simpler pattern of repetitions—a form of syntax-induced pattern deafness that is reminiscent of how other perceptual systems force specific interpretations upon sensory input.",Syntax-induced pattern deafness,Proceedings of the National Academy of Sciences,"The article investigates how adult language users process syntactic categories and patterns, focusing on obligatory syntactic interpretation and its effects on pattern learning. This is core psycholinguistic research on language processing and perception, fitting squarely within cognitive/experimental psychology rather than general linguistics or education.",psychology,Psychology,0.9,"The article investigates how syntactic processing constrains pattern detection in language sequences, focusing on obligatory interpretations and failure to perceive alternative patterns. This is fundamentally about language processing and the cognitive mechanisms of syntax, fitting squarely within cognitive psychology. There is no social, clinical, or developmental emphasis.",cognitive_psychology,Cognitive Psychology,0.97
10.1126/science.1238041,"Burden of Poverty Lacking money or time can lead one to make poorer decisions, possibly because poverty imposes a cognitive load that saps attention and reduces effort. Mani et al. (p. 976 ; see the Perspective by Vohs) gathered evidence from shoppers in a New Jersey mall and from farmers in Tamil Nadu, India. They found that considering a projected financial decision, such as how to pay for a car repair, affects people's performance on unrelated spatial and reasoning tasks. Lower-income individuals performed poorly if the repairs were expensive but did fine if the cost was low, whereas higher-income individuals performed well in both conditions, as if the projected financial burden imposed no cognitive pressure. Similarly, the sugarcane farmers from Tamil Nadu performed these tasks better after harvest than before.",Poverty Impedes Cognitive Function,Science,"The article investigates how poverty-related financial concerns impose cognitive load and impair performance on reasoning tasks, using psychological constructs (cognitive load, attention, decision-making) and experimental methods. Although the topic is poverty, the core contribution is to cognitive psychology rather than to economics or sociology.",psychology,Psychology,0.96,"The article investigates how financial strain affects performance on spatial and reasoning tasks, focusing on cognitive load, attention, and reasoning rather than social attitudes or clinical outcomes. The core theoretical contribution concerns how poverty-related concerns impair cognitive functioning and decision-making, which fits squarely within cognitive psychology. Although the topic is socio-economic, the mechanisms and measures are cognitive in nature.",cognitive_psychology,Cognitive Psychology,0.93
10.1037/0022-3514.94.4.672,"In 7 different studies, the authors observed that a large number of thinking biases are uncorrelated with cognitive ability. These thinking biases include some of the most classic and well-studied biases in the heuristics and biases literature, including the conjunction effect, framing effects, anchoring effects, outcome bias, base-rate neglect, ""less is more"" effects, affect biases, omission bias, myside bias, sunk-cost effect, and certainty effects that violate the axioms of expected utility theory. In a further experiment, the authors nonetheless showed that cognitive ability does correlate with the tendency to avoid some rational thinking biases, specifically the tendency to display denominator neglect, probability matching rather than maximizing, belief bias, and matching bias on the 4-card selection task. The authors present a framework for predicting when cognitive ability will and will not correlate with a rational thinking tendency.",On the relative independence of thinking biases and cognitive ability.,Journal of Personality and Social Psychology,"The article empirically studies individual thinking biases, their relation to cognitive ability, and rational thinking tendencies, grounded in heuristics-and-biases and cognitive psychology within a psychology journal. This clearly situates it in scientific psychology rather than economics or another social science.",psychology,Psychology,1,"The article examines classic heuristics-and-biases phenomena, rational thinking, and their relation to cognitive ability, all core topics in judgment and decision making and reasoning within cognitive psychology, despite being published in a social/personality journal. The focus is on cognitive processes (biases, reasoning tasks, expected utility violations), not on social interaction or personality per se. Therefore it best fits Cognitive Psychology.",cognitive_psychology,Cognitive Psychology,0.93
10.1037/0022-3514.94.1.116,"The authors propose that conflict threatens different psychological resources of victims and perpetrators and that these threats contribute to the maintenance of conflict (A. Nadler, 2002; A. Nadler & I. Liviatan, 2004; A. Nadler & N. Shnabel, in press). On the basis of this general proposition, the authors developed a needs-based model of reconciliation that posits that being a victim is associated with a threat to one's status and power, whereas being a perpetrator threatens one's image as moral and socially acceptable. To counter these threats, victims must restore their sense of power, whereas perpetrators must restore their public moral image. A social exchange interaction in which these threats are removed should enhance the parties' willingness to reconcile. The results of 4 studies on interpersonal reconciliation support these hypotheses. Applied and theoretical implications of this model are discussed.",A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation.,Journal of Personality and Social Psychology,"The article develops and tests a psychological model of reconciliation focusing on emotional needs, status, power, and moral image, and reports four empirical studies in an explicitly psychological journal. The core contribution is to social/personality psychology, not to sociology or political science of conflict.",psychology,Psychology,1,"The article develops and tests a theoretical model of reconciliation in victim–perpetrator relations, focusing on social identity, status, morality, and interpersonal reconciliation processes—core topics in social psychology. The journal (Journal of Personality and Social Psychology) also aligns with a social-psychological framing rather than clinical or other subfields.",social_psychology,Social Psychology,0.97
10.1037/0022-3514.94.2.245,"In paradigms in which participants state their ideal romantic-partner preferences or examine vignettes and photographs, men value physical attractiveness more than women do, and women value earning prospects more than men do. Yet it remains unclear if these preferences remain sex differentiated in predicting desire for real-life potential partners (i.e., individuals whom one has actually met). In the present study, the authors explored this possibility using speed dating and longitudinal follow-up procedures. Replicating previous research, participants exhibited traditional sex differences when stating the importance of physical attractiveness and earning prospects in an ideal partner and ideal speed date. However, data revealed no sex differences in the associations between participants' romantic interest in real-life potential partners (met during and outside of speed dating) and the attractiveness and earning prospects of those partners. Furthermore, participants' ideal preferences, assessed before the speed-dating event, failed to predict what inspired their actual desire at the event. Results are discussed within the context of R. E. Nisbett and T. D. Wilson's (1977) seminal article: Even regarding such a consequential aspect of mental life as romantic-partner preferences, people may lack introspective awareness of what influences their judgments and behavior.",Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?,Journal of Personality and Social Psychology,"The article examines individual-level romantic partner preferences, sex differences, and introspective awareness using psychological theory and methods, published in a core psychology journal. Its focus is on cognitive and social psychological processes rather than social structures or economics.",psychology,Psychology,1,"The article examines romantic partner preferences, sex differences, and actual romantic interest using speed dating, framed in terms of social cognition and introspective awareness in close relationships. This fits squarely within social psychology, particularly research on attraction, relationships, and judgment processes in social contexts.",social_psychology,Social Psychology,0.97
10.1111/j.1467-9280.2008.02227.x,"Theories of moral judgment have long emphasized reasoning and conscious thought while downplaying the role of intuitive and contextual influences. However, recent research has demonstrated that incidental feelings of disgust can influence moral judgments and make them more severe. This study involved two experiments demonstrating that the reverse effect can occur when the notion of physical purity is made salient, thus making moral judgments less severe. After having the cognitive concept of cleanliness activated (Experiment 1) or after physically cleansing themselves after experiencing disgust (Experiment 2), participants found certain moral actions to be less wrong than did participants who had not been exposed to a cleanliness manipulation. The findings support the idea that moral judgment can be driven by intuitive processes, rather than deliberate reasoning. One of those intuitions appears to be physical purity, because it has a strong connection to moral purity.",With a Clean Conscience,Psychological Science,"The article experimentally studies how incidental emotions and cleanliness primes affect moral judgment, focusing on intuitive psychological processes. This is core experimental social/cognitive psychology and is published in a psychology journal.",psychology,Psychology,1,"The article examines how incidental emotions and contextual cues (disgust, cleanliness) influence moral judgment severity, focusing on intuitive processes in moral cognition. This is primarily about social cognition and moral judgment, classic topics in social psychology rather than general cognition or clinical work.",social_psychology,Social Psychology,0.9
10.1037/0022-3514.94.1.91,"Four studies investigate the role that stereotype threat plays in producing racial distancing behavior in an anticipated conversation paradigm. It was hypothesized that the threat of appearing racist may have the ironic effect of causing Whites to distance themselves from Black conversation partners. In Study 1, participants distanced themselves more from Black partners under conditions of threat, and this distance correlated with the activation of a ""White racist"" stereotype. In Study 2, it was demonstrated that Whites' interracial distancing behavior was not predicted by explicit or implicit prejudice. Study 3 provides evidence that conceiving of interracial interactions as opportunities to learn may attenuate the negative consequences of threat for Whites. Study 4 found that Whites have conscious access to their experience of stereotype threat and that this awareness may mediate the relationship between threat and distance. These results are discussed within a broader discourse of racial distancing and the possibility that certain identity threats may be as important as prejudice in determining the outcomes of interracial interactions.",The space between us: Stereotype threat and distance in interracial contexts.,Journal of Personality and Social Psychology,"The article uses experimental studies to examine stereotype threat, racial distancing, and psychological mechanisms in interracial interactions, published in a core psychology journal. The focus is on individual-level cognitive and affective processes rather than social structures or institutions, so it fits squarely within social psychology.",psychology,Psychology,1,"The article examines stereotype threat, racial distancing, interracial interactions, and identity threat—core topics in social cognition and intergroup relations. The focus is on attitudes, prejudice-related processes, and social interaction dynamics rather than clinical, cognitive, or occupational constructs, fitting squarely within social psychology.",social_psychology,Social Psychology,1
10.1111/j.1467-9280.2008.02081.x,"Snakes are among the most common targets of fears and phobias. In visual detection tasks, adults detect their presence more rapidly than the presence of other kinds of visual stimuli. We report evidence that very young children share this attentional bias. In three experiments, preschool children and adults were asked to find a single target picture among an array of eight distractors. Both the children and the adults detected snakes more rapidly than three types of nonthreatening stimuli (flowers, frogs, and caterpillars). These results provide the first evidence of enhanced visual detection of evolutionarily relevant threat stimuli in young children.",Detecting the Snake in the Grass,Psychological Science,"The article investigates attentional bias and fear-related visual detection in adults and preschool children, framed within evolutionary and cognitive psychology, and is published in a psychology journal. The core contribution concerns individual-level psychological processes (attention to threat), not social structures or biology per se.",psychology,Psychology,1,"The article examines attentional bias and visual detection speed for evolutionarily threatening stimuli (snakes) using visual search tasks, focusing on perception and attention mechanisms across ages. This fits core topics of cognitive psychology rather than clinical (despite mentioning fears/phobias), as the main contribution is about basic cognitive processing of threat-related stimuli.",cognitive_psychology,Cognitive Psychology,0.93
